prob,wnid_words,wnid,Class,key
0.3135901987552643,Angora,n02123478,cat,2842
0.5679711103439331,carton,,,5294
0.8379899859428406,tabby,n02122878,cat,11727
0.8379899859428406,tabby,n02123045,cat,2614
0.9725667238235474,German shepherd,n02106662,dog,11580
0.3544939160346985,golden retriever,n02099601,dog,3117
0.4661898910999298,tabby,n02122878,cat,4907
0.4661898910999298,tabby,n02123045,cat,4252
0.9489780068397522,West Highland white terrier,n02098286,dog,4422
0.6096273064613342,toy terrier,n02087046,dog,3690
0.3326220214366913,Egyptian cat,n02124075,cat,148
0.4380772113800049,Egyptian cat,n02124075,cat,5065
0.5079061388969421,American Staffordshire terrier,n02093428,dog,10080
0.6878565549850464,tabby,n02122878,cat,1975
0.6878565549850464,tabby,n02123045,cat,7221
0.21820247173309326,Great Dane,n02109047,dog,11217
0.73801189661026,Egyptian cat,n02124075,cat,9759
0.21036911010742188,tabby,n02122878,cat,1661
0.21036911010742188,tabby,n02123045,cat,4586
0.8573682904243469,Persian cat,n02123394,cat,4963
0.7428050637245178,Shih-Tzu,n02086240,dog,7990
0.535817563533783,Staffordshire bullterrier,n02093256,dog,4838
0.1462232917547226,toy poodle,n02113624,dog,8059
0.0706452801823616,schipperke,n02104365,dog,9275
0.923992395401001,Persian cat,n02123394,cat,2109
0.3327848017215729,malinois,n02105162,dog,4575
0.5872737765312195,beagle,n02088364,dog,4102
0.47763848304748535,tabby,n02122878,cat,8818
0.47763848304748535,tabby,n02123045,cat,7276
0.15955427289009094,tiger cat,n02123159,cat,11720
0.4475334882736206,Egyptian cat,n02124075,cat,4425
0.17943565547466278,chiffonier,,,658
0.4316357672214508,miniature pinscher,n02107312,dog,6235
0.9244254231452942,Chihuahua,n02085620,dog,4961
0.47310084104537964,kelpie,n02105412,dog,4407
0.20534063875675201,space heater,,,2396
0.34980201721191406,Rottweiler,n02106550,dog,5751
0.8717031478881836,black-and-tan coonhound,n02089078,dog,2053
0.23801855742931366,Egyptian cat,n02124075,cat,582
0.22884014248847961,redbone,n02090379,dog,4346
0.6456483006477356,Staffordshire bullterrier,n02093256,dog,4905
0.9363802075386047,Siamese cat,n02123597,cat,1467
0.8512467741966248,tabby,n02122878,cat,4604
0.8512467741966248,tabby,n02123045,cat,7678
0.8230525255203247,Labrador retriever,n02099712,dog,4584
0.5467802286148071,miniature poodle,n02113712,dog,8860
0.45762142539024353,Rhodesian ridgeback,n02087394,dog,2725
0.7143930196762085,Eskimo dog,n02109961,dog,3091
0.1385679841041565,Chihuahua,n02085620,dog,2277
0.6577876210212708,tabby,n02122878,cat,5519
0.6577876210212708,tabby,n02123045,cat,1191
0.1614186018705368,Ibizan hound,n02091244,dog,1247
0.5828304290771484,space heater,,,12453
0.43357276916503906,tabby,n02122878,cat,2111
0.43357276916503906,tabby,n02123045,cat,3767
0.2759365737438202,American Staffordshire terrier,n02093428,dog,847
0.21079441905021667,Great Pyrenees,n02111500,dog,2993
0.6778832674026489,Persian cat,n02123394,cat,6455
0.6722967624664307,Appenzeller,n02107908,dog,321
0.44581079483032227,Walker hound,n02089867,dog,8129
0.35202527046203613,Siamese cat,n02123597,cat,2511
0.2768271267414093,Persian cat,n02123394,cat,4487
0.18721723556518555,tabby,n02122878,cat,2271
0.18721723556518555,tabby,n02123045,cat,8332
0.4262468218803406,tabby,n02122878,cat,8396
0.4262468218803406,tabby,n02123045,cat,8246
0.553179919719696,Chesapeake Bay retriever,n02099849,dog,11059
0.6977254748344421,Egyptian cat,n02124075,cat,2981
0.4775456488132477,window screen,,,4382
0.21002723276615143,Siamese cat,n02123597,cat,2992
0.14086906611919403,kelpie,n02105412,dog,10775
0.4162622392177582,tabby,n02122878,cat,11400
0.4162622392177582,tabby,n02123045,cat,4882
0.25312015414237976,Walker hound,n02089867,dog,1173
0.776472270488739,American Staffordshire terrier,n02093428,dog,11149
0.31430813670158386,Egyptian cat,n02124075,cat,12207
0.27553942799568176,kelpie,n02105412,dog,12138
0.45737242698669434,miniature schnauzer,n02097047,dog,2871
0.2112123966217041,Egyptian cat,n02124075,cat,11806
0.5753448009490967,Egyptian cat,n02124075,cat,7173
0.46208593249320984,Egyptian cat,n02124075,cat,352
0.3373362123966217,Egyptian cat,n02124075,cat,3352
0.18963713943958282,German shepherd,n02106662,dog,5413
0.42704537510871887,tabby,n02122878,cat,9125
0.42704537510871887,tabby,n02123045,cat,9848
0.9759179353713989,German short-haired pointer,n02100236,dog,12399
0.24308033287525177,Persian cat,n02123394,cat,9908
0.5070511102676392,Scottish deerhound,n02092002,dog,949
0.9356610178947449,Rottweiler,n02106550,dog,77
0.4499317705631256,shoji,,,1572
0.5064844489097595,tabby,n02122878,cat,647
0.5064844489097595,tabby,n02123045,cat,11236
0.9563398957252502,Chihuahua,n02085620,dog,3676
0.3718736171722412,Egyptian cat,n02124075,cat,485
0.33579903841018677,tabby,n02122878,cat,9321
0.33579903841018677,tabby,n02123045,cat,9035
0.9589895009994507,Labrador retriever,n02099712,dog,10052
0.5999489426612854,kelpie,n02105412,dog,7390
0.47343242168426514,German short-haired pointer,n02100236,dog,10723
0.6031631231307983,golden retriever,n02099601,dog,2225
0.5378773212432861,tabby,n02122878,cat,206
0.5378773212432861,tabby,n02123045,cat,2546
0.4689907133579254,tabby,n02122878,cat,5042
0.4689907133579254,tabby,n02123045,cat,9897
0.7339223623275757,Persian cat,n02123394,cat,763
0.8450882434844971,window screen,,,2304
0.7604088187217712,Labrador retriever,n02099712,dog,4634
0.6604624390602112,Great Pyrenees,n02111500,dog,2825
0.31208616495132446,beagle,n02088364,dog,7366
0.33037346601486206,tabby,n02122878,cat,8924
0.33037346601486206,tabby,n02123045,cat,11657
0.5709457397460938,Border collie,n02106166,dog,5865
0.9299651980400085,pug,n02110958,dog,10067
0.6973265409469604,Shih-Tzu,n02086240,dog,5257
0.4454208016395569,tabby,n02122878,cat,3390
0.4454208016395569,tabby,n02123045,cat,1896
0.5427377223968506,Chesapeake Bay retriever,n02099849,dog,10836
0.5343717336654663,Staffordshire bullterrier,n02093256,dog,1105
0.12428560107946396,Persian cat,n02123394,cat,4102
0.11726190149784088,tabby,n02122878,cat,3184
0.11726190149784088,tabby,n02123045,cat,4389
0.14874838292598724,mouse,,,4199
0.2822510600090027,bath towel,,,370
0.9571448564529419,collie,n02106030,dog,10683
0.5377053022384644,tiger cat,n02123159,cat,7295
0.9032649397850037,Egyptian cat,n02124075,cat,11326
0.6853665709495544,tabby,n02122878,cat,864
0.6853665709495544,tabby,n02123045,cat,3790
0.6969552040100098,tabby,n02122878,cat,6987
0.6969552040100098,tabby,n02123045,cat,5028
0.5071547031402588,flat-coated retriever,n02099267,dog,11905
0.2796628177165985,Rottweiler,n02106550,dog,1165
0.06515031307935715,tiger cat,n02123159,cat,4611
0.8242179155349731,Rottweiler,n02106550,dog,8551
0.6313191056251526,Egyptian cat,n02124075,cat,44
0.4905834496021271,tabby,n02122878,cat,6332
0.4905834496021271,tabby,n02123045,cat,11139
0.8605124354362488,tabby,n02122878,cat,10423
0.8605124354362488,tabby,n02123045,cat,858
0.10033732652664185,schipperke,n02104365,dog,7234
0.4853130578994751,groenendael,n02105056,dog,10116
0.3616257309913635,cairn,n02096177,dog,10027
0.8251038193702698,tabby,n02122878,cat,5835
0.8251038193702698,tabby,n02123045,cat,4028
0.6700409054756165,Lhasa,n02098413,dog,6790
0.7113240957260132,Egyptian cat,n02124075,cat,12212
0.31905117630958557,whippet,n02091134,dog,10819
0.5608364343643188,tabby,n02122878,cat,8027
0.5608364343643188,tabby,n02123045,cat,11333
0.5678398013114929,Rhodesian ridgeback,n02087394,dog,539
0.7641384601593018,tabby,n02122878,cat,734
0.7641384601593018,tabby,n02123045,cat,5139
0.15797922015190125,Siberian husky,n02110185,dog,7963
0.3796132802963257,tabby,n02122878,cat,6586
0.3796132802963257,tabby,n02123045,cat,4844
0.20540103316307068,Chesapeake Bay retriever,n02099849,dog,7950
0.36412736773490906,Siamese cat,n02123597,cat,7559
0.7823653817176819,miniature poodle,n02113712,dog,10625
0.5080703496932983,Egyptian cat,n02124075,cat,5532
0.15081189572811127,Egyptian cat,n02124075,cat,4233
0.4464484751224518,Siberian husky,n02110185,dog,12156
0.1226273626089096,Bouvier des Flandres,n02106382,dog,4908
0.38321518898010254,Egyptian cat,n02124075,cat,9089
0.48332127928733826,Labrador retriever,n02099712,dog,1229
0.3578963875770569,Egyptian cat,n02124075,cat,10259
0.5004074573516846,Egyptian cat,n02124075,cat,3058
0.9135789275169373,Egyptian cat,n02124075,cat,11061
0.4625062346458435,tabby,n02122878,cat,3481
0.4625062346458435,tabby,n02123045,cat,11659
0.9437966346740723,German shepherd,n02106662,dog,758
0.3689418137073517,Walker hound,n02089867,dog,2229
0.6622503399848938,golden retriever,n02099601,dog,3367
0.40859976410865784,tiger cat,n02123159,cat,9830
0.37167173624038696,tabby,n02122878,cat,5462
0.37167173624038696,tabby,n02123045,cat,11018
0.841745138168335,tabby,n02122878,cat,10109
0.841745138168335,tabby,n02123045,cat,10918
0.616948664188385,Labrador retriever,n02099712,dog,7117
0.45690247416496277,Dandie Dinmont,n02096437,dog,7872
0.940739631652832,chow,n02112137,dog,9315
0.517565906047821,groenendael,n02105056,dog,9109
0.4298095703125,groenendael,n02105056,dog,8682
0.11419440805912018,Saluki,n02091831,dog,11132
0.15689657628536224,tabby,n02122878,cat,1610
0.15689657628536224,tabby,n02123045,cat,3177
0.9390304684638977,Labrador retriever,n02099712,dog,5581
0.6325312852859497,tabby,n02122878,cat,7315
0.6325312852859497,tabby,n02123045,cat,11196
0.34880053997039795,Egyptian cat,n02124075,cat,5402
0.3225269317626953,paper towel,,,3430
0.7324916124343872,Egyptian cat,n02124075,cat,3085
0.40857166051864624,Labrador retriever,n02099712,dog,9521
0.8382968902587891,American Staffordshire terrier,n02093428,dog,5748
0.7221357822418213,tabby,n02122878,cat,11984
0.7221357822418213,tabby,n02123045,cat,2730
0.7024336457252502,miniature schnauzer,n02097047,dog,754
0.22936660051345825,cairn,n02096177,dog,8273
0.9829932451248169,kelpie,n02105412,dog,3471
0.9112659692764282,toy terrier,n02087046,dog,1180
0.20007266104221344,Egyptian cat,n02124075,cat,10550
0.8851090669631958,Rottweiler,n02106550,dog,2547
0.8524208664894104,Walker hound,n02089867,dog,2775
0.3061053156852722,kelpie,n02105412,dog,1726
0.4039677679538727,Egyptian cat,n02124075,cat,11149
0.24530264735221863,silky terrier,n02097658,dog,5148
0.2569447457790375,Chihuahua,n02085620,dog,5355
0.2119113653898239,Egyptian cat,n02124075,cat,11336
0.5275423526763916,Staffordshire bullterrier,n02093256,dog,6692
0.4807363450527191,tabby,n02122878,cat,10119
0.4807363450527191,tabby,n02123045,cat,3256
0.602685809135437,schipperke,n02104365,dog,12061
0.1517171412706375,Egyptian cat,n02124075,cat,3579
0.4688130021095276,tabby,n02122878,cat,11080
0.4688130021095276,tabby,n02123045,cat,10163
0.7207435965538025,tabby,n02122878,cat,1549
0.7207435965538025,tabby,n02123045,cat,6507
0.7193949222564697,Sussex spaniel,n02102480,dog,8478
0.640836775302887,tabby,n02122878,cat,2274
0.640836775302887,tabby,n02123045,cat,8578
0.938300609588623,tabby,n02122878,cat,5207
0.938300609588623,tabby,n02123045,cat,7885
0.28978320956230164,kelpie,n02105412,dog,3279
0.4556179344654083,Egyptian cat,n02124075,cat,8251
0.1925850510597229,German short-haired pointer,n02100236,dog,755
0.5788817405700684,tabby,n02122878,cat,10772
0.5788817405700684,tabby,n02123045,cat,7948
0.11458013951778412,shoji,,,1289
0.6002280712127686,Staffordshire bullterrier,n02093256,dog,3584
0.859100878238678,tabby,n02122878,cat,8233
0.859100878238678,tabby,n02123045,cat,1314
0.18495774269104004,shopping basket,,,8387
0.8398891687393188,tabby,n02122878,cat,12052
0.8398891687393188,tabby,n02123045,cat,8653
0.764573872089386,Egyptian cat,n02124075,cat,3197
0.32694903016090393,Egyptian cat,n02124075,cat,5966
0.5434096455574036,beagle,n02088364,dog,6192
0.763800323009491,tabby,n02122878,cat,11372
0.763800323009491,tabby,n02123045,cat,9751
0.6234546899795532,tabby,n02122878,cat,11544
0.6234546899795532,tabby,n02123045,cat,10865
0.7157503366470337,tabby,n02122878,cat,5622
0.7157503366470337,tabby,n02123045,cat,11410
0.4906451404094696,Egyptian cat,n02124075,cat,3564
0.5198955535888672,malinois,n02105162,dog,4971
0.2847823202610016,Egyptian cat,n02124075,cat,11446
0.9033068418502808,miniature pinscher,n02107312,dog,9041
0.7480038404464722,tabby,n02122878,cat,9777
0.7480038404464722,tabby,n02123045,cat,2953
0.19928103685379028,weasel,,,7081
0.8985933661460876,Yorkshire terrier,n02094433,dog,4490
0.2515869736671448,lynx,,,1533
0.860780656337738,German shepherd,n02106662,dog,10790
0.34305575489997864,Australian terrier,n02096294,dog,6895
0.7386789321899414,Great Pyrenees,n02111500,dog,8378
0.4121997058391571,tiger cat,n02123159,cat,6800
0.13066613674163818,Egyptian cat,n02124075,cat,11
0.9289990663528442,boxer,n02108089,dog,9751
0.3659574091434479,tabby,n02122878,cat,4850
0.3659574091434479,tabby,n02123045,cat,2863
0.16145464777946472,paper towel,,,6569
0.15739460289478302,Siamese cat,n02123597,cat,8835
0.8585184812545776,chambered nautilus,,,5549
0.3818536400794983,Sussex spaniel,n02102480,dog,2690
0.5459836721420288,tabby,n02122878,cat,11970
0.5459836721420288,tabby,n02123045,cat,9664
0.6179715394973755,tabby,n02122878,cat,1332
0.6179715394973755,tabby,n02123045,cat,4930
0.20384524762630463,muzzle,,,11144
0.12822118401527405,Angora,n02123478,cat,8510
0.4165339171886444,tabby,n02122878,cat,9994
0.4165339171886444,tabby,n02123045,cat,1828
0.5827592611312866,tabby,n02122878,cat,5228
0.5827592611312866,tabby,n02123045,cat,1767
0.40898361802101135,Egyptian cat,n02124075,cat,9685
0.9072256088256836,American Staffordshire terrier,n02093428,dog,11960
0.11751748621463776,Egyptian cat,n02124075,cat,981
0.5981374382972717,tabby,n02122878,cat,2938
0.5981374382972717,tabby,n02123045,cat,5290
0.8995762467384338,Staffordshire bullterrier,n02093256,dog,4439
0.8834474086761475,Siamese cat,n02123597,cat,6935
0.49295035004615784,Egyptian cat,n02124075,cat,5251
0.9553952217102051,Siamese cat,n02123597,cat,2444
0.9230512976646423,Siamese cat,n02123597,cat,11089
0.6364018321037292,Egyptian cat,n02124075,cat,8421
0.7947506904602051,Egyptian cat,n02124075,cat,8473
0.7879719138145447,tabby,n02122878,cat,4472
0.7879719138145447,tabby,n02123045,cat,3793
0.24802851676940918,Egyptian cat,n02124075,cat,5248
0.3590218126773834,Persian cat,n02123394,cat,5480
0.5170682668685913,English springer,n02102040,dog,7362
0.21815305948257446,white wolf,,,12447
0.10096629709005356,Rottweiler,n02106550,dog,5051
0.2934483289718628,Border collie,n02106166,dog,4854
0.20795086026191711,dingo,,,8893
0.2170267403125763,English setter,n02100735,dog,9648
0.881267786026001,golden retriever,n02099601,dog,4126
0.5441269874572754,German shepherd,n02106662,dog,1427
0.29379624128341675,Egyptian cat,n02124075,cat,3286
0.6019755601882935,tabby,n02122878,cat,671
0.6019755601882935,tabby,n02123045,cat,11126
0.7207129001617432,groenendael,n02105056,dog,11592
0.41072648763656616,schipperke,n02104365,dog,12459
0.3008396327495575,basenji,n02110806,dog,6331
0.6483674049377441,tabby,n02122878,cat,11671
0.6483674049377441,tabby,n02123045,cat,3328
0.5469058156013489,Egyptian cat,n02124075,cat,11126
0.8157207369804382,Bedlington terrier,n02093647,dog,4444
0.39026930928230286,tabby,n02122878,cat,1111
0.39026930928230286,tabby,n02123045,cat,6661
0.7962624430656433,Chihuahua,n02085620,dog,6274
0.7362173199653625,tabby,n02122878,cat,708
0.7362173199653625,tabby,n02123045,cat,11013
0.4483368396759033,Chesapeake Bay retriever,n02099849,dog,8084
0.3618127703666687,Cardigan,n02113186,dog,10115
0.8057152628898621,toy terrier,n02087046,dog,12471
0.7200388312339783,basset,n02088238,dog,5329
0.8105835914611816,tabby,n02122878,cat,1059
0.8105835914611816,tabby,n02123045,cat,8277
0.5097489356994629,window screen,,,4780
0.9890294075012207,Siamese cat,n02123597,cat,12190
0.7168693542480469,Egyptian cat,n02124075,cat,7617
0.8198180794715881,Shetland sheepdog,n02105855,dog,3510
0.7436947226524353,tabby,n02122878,cat,4716
0.7436947226524353,tabby,n02123045,cat,10619
0.21785174310207367,Persian cat,n02123394,cat,6604
0.5370040535926819,tabby,n02122878,cat,1240
0.5370040535926819,tabby,n02123045,cat,5491
0.5322359204292297,lynx,,,8580
0.43671801686286926,Eskimo dog,n02109961,dog,11243
0.45721834897994995,Labrador retriever,n02099712,dog,6016
0.4437084496021271,tabby,n02122878,cat,10389
0.4437084496021271,tabby,n02123045,cat,7706
0.5461276769638062,tabby,n02122878,cat,8746
0.5461276769638062,tabby,n02123045,cat,5242
0.9821340441703796,hamper,,,1736
0.24644307792186737,bassinet,,,425
0.6454886794090271,tabby,n02122878,cat,11035
0.6454886794090271,tabby,n02123045,cat,401
0.28023332357406616,Egyptian cat,n02124075,cat,10405
0.8813433051109314,Great Dane,n02109047,dog,124
0.7086426019668579,toy poodle,n02113624,dog,11700
0.23715516924858093,papillon,n02086910,dog,8437
0.3929447531700134,Egyptian cat,n02124075,cat,9660
0.7303359508514404,toy terrier,n02087046,dog,7180
0.7657853364944458,tabby,n02122878,cat,7368
0.7657853364944458,tabby,n02123045,cat,11624
0.864403486251831,West Highland white terrier,n02098286,dog,754
0.49895137548446655,Great Dane,n02109047,dog,10940
0.7666184902191162,tabby,n02122878,cat,107
0.7666184902191162,tabby,n02123045,cat,6726
0.40349042415618896,Italian greyhound,n02091032,dog,9437
0.3155439794063568,toilet tissue,,,9781
0.42299407720565796,Labrador retriever,n02099712,dog,7395
0.1996881365776062,Labrador retriever,n02099712,dog,9373
0.4005565345287323,Egyptian cat,n02124075,cat,6524
0.31040436029434204,English foxhound,n02089973,dog,10149
0.8404392004013062,Siamese cat,n02123597,cat,1026
0.4157164692878723,tiger cat,n02123159,cat,1541
0.9501485824584961,standard schnauzer,n02097209,dog,453
0.6347399950027466,Egyptian cat,n02124075,cat,3012
0.8601993322372437,Staffordshire bullterrier,n02093256,dog,10257
0.5003427863121033,kelpie,n02105412,dog,7644
0.1366216540336609,Egyptian cat,n02124075,cat,663
0.9186797142028809,Chihuahua,n02085620,dog,10771
0.5172182321548462,Eskimo dog,n02109961,dog,3521
0.38819408416748047,Angora,n02123478,cat,12113
0.22439232468605042,Staffordshire bullterrier,n02093256,dog,6749
0.4748895764350891,tabby,n02122878,cat,2346
0.4748895764350891,tabby,n02123045,cat,4376
0.11362194269895554,tabby,n02122878,cat,359
0.11362194269895554,tabby,n02123045,cat,8517
0.7979058027267456,German shepherd,n02106662,dog,10304
0.40821143984794617,tabby,n02122878,cat,10116
0.40821143984794617,tabby,n02123045,cat,6804
0.39694926142692566,tabby,n02122878,cat,2619
0.39694926142692566,tabby,n02123045,cat,4067
0.48788437247276306,Rottweiler,n02106550,dog,3842
0.5044801235198975,schipperke,n02104365,dog,8349
0.4323083162307739,Persian cat,n02123394,cat,9796
0.34299105405807495,schipperke,n02104365,dog,487
0.23665811121463776,Egyptian cat,n02124075,cat,9633
0.24192196130752563,Pembroke,n02113023,dog,2075
0.6767079830169678,tabby,n02122878,cat,6683
0.6767079830169678,tabby,n02123045,cat,7651
0.10590432584285736,Australian terrier,n02096294,dog,8241
0.362631231546402,Egyptian cat,n02124075,cat,6427
0.9432638883590698,Labrador retriever,n02099712,dog,6344
0.652437686920166,tabby,n02122878,cat,3721
0.652437686920166,tabby,n02123045,cat,11562
0.9016416668891907,Labrador retriever,n02099712,dog,8806
0.7060307860374451,Labrador retriever,n02099712,dog,10956
0.39304468035697937,Egyptian cat,n02124075,cat,10689
0.2542056441307068,Egyptian cat,n02124075,cat,915
0.847876250743866,tabby,n02122878,cat,4373
0.847876250743866,tabby,n02123045,cat,10538
0.7312260270118713,black-and-tan coonhound,n02089078,dog,8551
0.4728764593601227,tabby,n02122878,cat,7238
0.4728764593601227,tabby,n02123045,cat,729
0.8862036466598511,kelpie,n02105412,dog,3718
0.27600759267807007,Cardigan,n02113186,dog,3310
0.35325124859809875,puck,,,10380
0.7807295322418213,toy terrier,n02087046,dog,6842
0.4167395532131195,Great Dane,n02109047,dog,246
0.22990775108337402,kelpie,n02105412,dog,4163
0.6117510199546814,Persian cat,n02123394,cat,2071
0.6450049877166748,tiger cat,n02123159,cat,5701
0.2911350131034851,American Staffordshire terrier,n02093428,dog,60
0.42590516805648804,Egyptian cat,n02124075,cat,6138
0.5192103385925293,tabby,n02122878,cat,8877
0.5192103385925293,tabby,n02123045,cat,1055
0.638829231262207,Egyptian cat,n02124075,cat,4997
0.8392440676689148,cocker spaniel,n02102318,dog,3956
0.399547278881073,hamper,,,10871
0.19853711128234863,Airedale,n02096051,dog,8599
0.9250609278678894,German short-haired pointer,n02100236,dog,12101
0.445811003446579,tabby,n02122878,cat,3249
0.445811003446579,tabby,n02123045,cat,9704
0.3858552575111389,German shepherd,n02106662,dog,955
0.32134073972702026,tabby,n02122878,cat,2213
0.32134073972702026,tabby,n02123045,cat,5113
0.6981799006462097,tabby,n02122878,cat,12302
0.6981799006462097,tabby,n02123045,cat,2791
0.74761962890625,American Staffordshire terrier,n02093428,dog,5103
0.7083971500396729,Siamese cat,n02123597,cat,804
0.2215307354927063,tabby,n02122878,cat,488
0.2215307354927063,tabby,n02123045,cat,10285
0.4951038062572479,beagle,n02088364,dog,8867
0.7203064560890198,tabby,n02122878,cat,4239
0.7203064560890198,tabby,n02123045,cat,1221
0.4657193720340729,Egyptian cat,n02124075,cat,6763
0.30978724360466003,spider monkey,,,2748
0.25586840510368347,Great Pyrenees,n02111500,dog,8089
0.6024130582809448,Egyptian cat,n02124075,cat,5263
0.604816198348999,cocker spaniel,n02102318,dog,7972
0.761913001537323,tabby,n02122878,cat,7376
0.761913001537323,tabby,n02123045,cat,8226
0.7578630447387695,redbone,n02090379,dog,6349
0.2529376447200775,Egyptian cat,n02124075,cat,3610
0.700846791267395,tabby,n02122878,cat,2361
0.700846791267395,tabby,n02123045,cat,11391
0.5801758170127869,Border collie,n02106166,dog,6551
0.4831145703792572,tabby,n02122878,cat,5030
0.4831145703792572,tabby,n02123045,cat,12022
0.4369247257709503,Great Pyrenees,n02111500,dog,11372
0.43870073556900024,Siberian husky,n02110185,dog,5447
0.5211243033409119,Labrador retriever,n02099712,dog,10757
0.7173006534576416,Egyptian cat,n02124075,cat,3122
0.7457652688026428,tabby,n02122878,cat,3240
0.7457652688026428,tabby,n02123045,cat,11203
0.6506555080413818,Egyptian cat,n02124075,cat,9033
0.35284537076950073,Labrador retriever,n02099712,dog,3151
0.6425458788871765,Siamese cat,n02123597,cat,4948
0.3848411738872528,bucket,,,6128
0.48218294978141785,tabby,n02122878,cat,1819
0.48218294978141785,tabby,n02123045,cat,11169
0.8140397667884827,Rottweiler,n02106550,dog,1829
0.534593939781189,Egyptian cat,n02124075,cat,8220
0.24383285641670227,golden retriever,n02099601,dog,6174
0.27447211742401123,Great Dane,n02109047,dog,1901
0.7041948437690735,tabby,n02122878,cat,8291
0.7041948437690735,tabby,n02123045,cat,1692
0.34819725155830383,standard schnauzer,n02097209,dog,8052
0.11646661907434464,bassinet,,,2184
0.5914061665534973,Angora,n02123478,cat,4752
0.18400795757770538,Egyptian cat,n02124075,cat,3179
0.49945300817489624,kelpie,n02105412,dog,8413
0.3162268102169037,American Staffordshire terrier,n02093428,dog,9594
0.3098432123661041,flat-coated retriever,n02099267,dog,675
0.9317553043365479,kelpie,n02105412,dog,5370
0.18648870289325714,toy terrier,n02087046,dog,7894
0.2604266405105591,Persian cat,n02123394,cat,1816
0.612765371799469,Egyptian cat,n02124075,cat,5640
0.2945292890071869,Egyptian cat,n02124075,cat,9383
0.511886477470398,Egyptian cat,n02124075,cat,7849
0.6060159206390381,Rhodesian ridgeback,n02087394,dog,6811
0.7832847833633423,German short-haired pointer,n02100236,dog,8873
0.6177579164505005,Egyptian cat,n02124075,cat,10541
0.27706000208854675,English springer,n02102040,dog,3945
0.2234484702348709,flat-coated retriever,n02099267,dog,6821
0.9134263396263123,boxer,n02108089,dog,3540
0.12614013254642487,shopping basket,,,8742
0.11176688224077225,Chihuahua,n02085620,dog,3507
0.5486136674880981,tabby,n02122878,cat,3700
0.5486136674880981,tabby,n02123045,cat,12409
0.3966861665248871,Rhodesian ridgeback,n02087394,dog,4893
0.6512446403503418,tabby,n02122878,cat,4727
0.6512446403503418,tabby,n02123045,cat,8000
0.07625970989465714,Pembroke,n02113023,dog,5412
0.3876098394393921,tabby,n02122878,cat,9112
0.3876098394393921,tabby,n02123045,cat,10022
0.5754541754722595,Great Pyrenees,n02111500,dog,9606
0.1803283393383026,Bedlington terrier,n02093647,dog,5962
0.7330448627471924,golden retriever,n02099601,dog,9874
0.5992597937583923,Rottweiler,n02106550,dog,7837
0.5415503978729248,German shepherd,n02106662,dog,1652
0.34520283341407776,kelpie,n02105412,dog,6161
0.897219717502594,beagle,n02088364,dog,12247
0.8341959118843079,Irish setter,n02100877,dog,8308
0.3840464651584625,Egyptian cat,n02124075,cat,7785
0.5899137258529663,Egyptian cat,n02124075,cat,8196
0.26355603337287903,Labrador retriever,n02099712,dog,8516
0.5276453495025635,basset,n02088238,dog,6686
0.35734236240386963,dingo,,,2634
0.7302453517913818,Egyptian cat,n02124075,cat,5498
0.4012296199798584,kelpie,n02105412,dog,5901
0.7313550114631653,Brittany spaniel,n02101388,dog,2421
0.7723925709724426,American Staffordshire terrier,n02093428,dog,2888
0.15177080035209656,Irish setter,n02100877,dog,9711
0.8600584268569946,American Staffordshire terrier,n02093428,dog,2332
0.41233834624290466,Egyptian cat,n02124075,cat,5299
0.7476075291633606,Angora,n02123478,cat,5137
0.939547598361969,Egyptian cat,n02124075,cat,9924
0.7601391673088074,Labrador retriever,n02099712,dog,11921
0.06905973702669144,paper towel,,,11516
0.25353825092315674,kelpie,n02105412,dog,7459
0.7800149321556091,Siamese cat,n02123597,cat,11990
0.6581299304962158,Tibetan terrier,n02097474,dog,8767
0.83025062084198,whippet,n02091134,dog,7109
0.31307485699653625,Labrador retriever,n02099712,dog,63
0.21235767006874084,plunger,,,4057
0.4306137263774872,Labrador retriever,n02099712,dog,7169
0.823642909526825,tabby,n02122878,cat,9807
0.823642909526825,tabby,n02123045,cat,12464
0.5119205713272095,Egyptian cat,n02124075,cat,11377
0.7527796030044556,Samoyed,n02111889,dog,2187
0.6733806133270264,Egyptian cat,n02124075,cat,2039
0.3193650543689728,lynx,,,7951
0.3808266222476959,doormat,,,4687
0.4281882047653198,Egyptian cat,n02124075,cat,4130
0.4199172556400299,scale,,,6229
0.2650291919708252,Egyptian cat,n02124075,cat,10520
0.20104940235614777,dishwasher,,,233
0.1371278166770935,miniature poodle,n02113712,dog,7142
0.41998493671417236,black-and-tan coonhound,n02089078,dog,12421
0.4379234313964844,Persian cat,n02123394,cat,12289
0.09687184542417526,groenendael,n02105056,dog,11434
0.19821977615356445,bluetick,n02088632,dog,10787
0.8419910073280334,tabby,n02122878,cat,7345
0.8419910073280334,tabby,n02123045,cat,5533
0.2789705693721771,doormat,,,10871
0.18673068284988403,vacuum,,,5665
0.6088894605636597,dingo,,,12381
0.25744542479515076,tabby,n02122878,cat,1589
0.25744542479515076,tabby,n02123045,cat,9463
0.3693729043006897,window screen,,,3210
0.48458677530288696,beagle,n02088364,dog,397
0.7901273369789124,tabby,n02122878,cat,112
0.7901273369789124,tabby,n02123045,cat,8428
0.9096153974533081,dhole,,,2448
0.8469408750534058,kelpie,n02105412,dog,10666
0.7546116709709167,Rottweiler,n02106550,dog,350
